timestamp,host,label,score,verdict,request_count,iat_mean_ms,iat_cv,iat_bowley_skewness,iat_mad_ms,requests_per_hour,payload_size_mean,payload_size_std,http_post_ratio,avg_idle_time_ms,user_active_ratio,background_tab_ratio,extension_origin_ratio,url_path_entropy,request_burst_count
,cic-dport-53,0,0.0,SAFE,8.0,1482.840571,2.6384664053004254,0.0,0.0,2774.597481050848,113.25,85.99127863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,50.0,2414.5772650000004,4.845568692124664,0.0,0.0,1521.3716456861346,159.18,308.2122912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,16.0,18.575599999999998,1.4033656304931579,0.0,0.0,206722.79764852818,141.9375,308.3360704701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.056,1.0147194746553572,0.0,0.0,85714285.71428573,89.75,42.1746369279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,10.0,33.91499982939826,0.0,0.0,0.0,117941.91420082843,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,38.0,342.9094595,4.874398418279855,0.0,0.0,10782.138536293167,616.0789474,668.2364043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110812,1,1.0,BEACON,3.0,4418.849468231201,0.0,0.0,0.0,1222.0375549840892,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,21.0,513.4578,4.348564271494172,0.0,0.0,7361.851353704238,488.4761905,739.3106945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.07466666666999999,1.1892022573129821,0.0,0.0,64285714.28571429,147.25,113.3785694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,14.0,444.46253850000005,3.4902916098068406,0.0,0.0,8722.721807652562,399.4285714,675.5400168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,6.0,907.6426,2.1742616653298117,0.0,0.0,4759.58268155329,37.8333333333,18.8667003197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.3136666667,1.7099630182029795,0.0,0.0,15302869.287991498,52.25,17.52712184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,18.0,2934.375118,4.089456704560293,0.0,0.0,1299.003894545982,313.2777778,586.5899172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110812,1,1.0,BEACON,3.0,4506.0930252075195,0.0,0.0,0.0,1198.3773903006172,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110818,1,1.0,BEACON,2056.0,551.2092386138991,0.0,0.0,0.0,6534.273325814859,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,16.05566667,1.7317271746773253,0.0,0.0,298959.86878983537,79.0,31.76790834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.04333333333,1.5721691945824745,0.0,0.0,110769230.76923078,48.0,8.76356092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110818,1,1.0,BEACON,8.0,8585.014343261719,0.0,0.0,0.0,479.2404007472592,210.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06433333333,0.4263527788821944,0.0,0.0,74611398.96373057,54.0,15.33623161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.08433333333,1.6704363522399381,0.0,0.0,56916996.04743082,64.25,8.76356092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,8.0,9.782428571,1.4092882375721463,0.0,0.0,420579.1725688918,336.75,519.4677565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,20.0,704.8588947,3.1422413445497805,0.0,0.0,5376.2160235281135,288.7,301.955208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,6.0,205.83961009979248,0.0,0.0,0.0,20987.21425825493,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,567.0,109.0218216,22.692213280721774,0.0,0.0,33079.253057760616,918.7178131,810.429034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,30.0,3996.1798620000004,1.2188110658668845,0.0,0.0,931.9245027941167,22.9,85.14814415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,3.0,4483.407497406006,0.0,0.0,0.0,1204.441042471449,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4505.5437088012695,0.0,0.0,0.0,1198.5234966096261,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,6.0,27470.947265625,0.0,0.0,0.0,157.25704535153437,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4504.860401153564,0.0,0.0,0.0,1198.7052914263927,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.049666666666700006,1.6274302889888406,0.0,0.0,96644295.30201343,89.75,17.5271218402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,10.0,15.584000282817415,0.0,0.0,0.0,256673.50663554043,161.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-34744,0,0.0,SAFE,4.0,0.05766666667,1.063662349360482,0.0,0.0,83236994.21965319,210.5,230.5911967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-61900,0,0.0,SAFE,4.0,0.02233333333,1.0504112423955838,0.0,0.0,214925373.13432837,4.5,2.19089023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-37824,0,0.0,SAFE,4.0,4.443333333,1.6831487548899589,0.0,0.0,1080270.0675168792,5.75,4.669047012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,13.0,1824.5460192362468,0.0,0.0,0.0,2137.518023049118,245.53846153846155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,4.0,1703.784667,1.7134958915556433,0.0,0.0,2817.257423375489,3.0,3.286335345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4514.491558074951,0.0,0.0,0.0,1196.147989321447,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,15.80333333,1.7316124066086507,0.0,0.0,303733.3895802573,118.75,60.24948133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,32.0,2229.297677,1.8526628545892483,0.0,0.0,1666.950569185481,402.90625,806.7043869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,20.2873333333333,1.7317946803536408,0.0,0.0,236600.83467516679,88.5,55.8677008655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,12.0,65.6580924987793,0.0,0.0,0.0,59813.99364207454,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,24.0,1053.65647826087,4.737031304450653,0.0,0.0,3565.224355978739,366.0833333333,622.5097107676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4517.301082611084,0.0,0.0,0.0,1195.4040479583662,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110812,1,1.0,BEACON,3.0,4506.424903869629,0.0,0.0,0.0,1198.2891349999122,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.069,0.5146458233333333,0.0,0.0,69565217.39130434,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,29.0,4.273785810385432,0.0,0.0,0.0,872428.2390359584,525.8620689655172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4506.262302398682,0.0,0.0,0.0,1198.3323734008077,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110818,1,1.0,BEACON,31.0,32623.06315104167,0.0,0.0,0.0,114.02975811243583,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4511.674404144287,0.0,0.0,0.0,1196.894881208565,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,33.0,764.02684375,3.1629622669161357,0.0,0.0,4859.122464569819,218.4242424242,381.3545236749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4487.9913330078125,0.0,0.0,0.0,1203.2108797280068,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,29.0,243.06949547358923,0.0,0.0,0.0,15339.528398274711,238.6206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4456.657886505127,0.0,0.0,0.0,1211.6703003726934,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,52.0,2180.872176,1.7740838544221034,0.0,0.0,1683.082701909843,322.8846154,576.8684812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-137,0,0.0,SAFE,20.0,0.02252631579,1.1344360910248963,0.0,0.0,168224299.06542057,68.4,3.070597894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,14.0,54.61938564593975,0.0,0.0,0.0,70980.71556598104,399.42857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,37.0,922.5196838378906,0.0,0.0,0.0,4010.7545289517975,342.5135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-3869,0,0.0,SAFE,4.0,0.03533333333,0.6209238744925399,0.0,0.0,135849056.6037736,4.5,2.19089023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,9.0,44.49725151062012,0.0,0.0,0.0,91016.85750261204,157.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,15.0,4396.73696245466,0.0,0.0,0.0,877.2739625045589,412.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.07966666667,1.2351319860989485,0.0,0.0,60251046.025104605,92.25,53.12908808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06733333333330001,1.1267896590718447,0.0,0.0,71287128.71287128,62.5,16.4316767252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110810,1,1.0,BEACON,3.0,4457.301616668701,0.0,0.0,0.0,1211.4953091363498,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,18.0,322.521,3.987353614183262,0.0,0.0,11818.655857703383,188.8888889,394.7487912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,11.0,3565.1039123535156,0.0,0.0,0.0,1110.7670624348766,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.068,0.48395537264705885,0.0,0.0,70588235.29411764,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,6.0,262.5483989715576,0.0,0.0,0.0,16454.10909730207,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,6.0,28.8538,1.5963093786606963,0.0,0.0,149720.31413539985,55.5,28.30110212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06933333333,0.5204979196404085,0.0,0.0,69230769.23076923,103.0,47.10413995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,4.0,0.0173333333333,1.6823351269301583,0.0,0.0,276923076.9230769,13.75,11.1803398875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.053666666669999995,1.0010796222980696,0.0,0.0,89440993.78881988,50.5,8.76356092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,16.0,74.12760257720947,0.0,0.0,0.0,51802.56566371954,379.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,24.0,3821.0455853006115,0.0,0.0,0.0,983.1135628377748,217.58333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,10.0,4309.447,2.9934235181451356,0.0,0.0,928.1933389597319,122.8,99.40751755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,7.989,1.726307786957066,0.0,0.0,600826.1359369133,96.25,35.60196624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,6.0,269.5784091949463,0.0,0.0,0.0,16025.02222971418,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.078,1.2132839142897436,0.0,0.0,61538461.538461536,94.0,31.7679083353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,28.15133333,1.731927755195956,0.0,0.0,170507.02157387455,120.25,75.58571294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,21.0,57.26764798164368,0.0,0.0,0.0,66005.85379744641,488.3809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06533333333,1.1155982962303876,0.0,0.0,73469387.75510204,80.0,27.38612788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.064,1.08938862578125,0.0,0.0,75000000.0,90.25,34.50652112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,58.0,8.971964911999999,2.8664820273207066,0.0,0.0,408289.3692242111,933.137931,989.2906975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,342.0,191.9197097,6.865029423291171,0.0,0.0,18812.8524726272,1093.98538,1119.91181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110812,1,1.0,BEACON,3.0,4456.524848937988,0.0,0.0,0.0,1211.7064715317017,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,16.7016666666667,1.731635986499302,0.0,0.0,287396.46741842135,75.75,21.3611797427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,16.079,1.7317815069345108,0.0,0.0,298526.0277380434,76.25,35.60196624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.05866666667,1.0347774943730241,0.0,0.0,81818181.81818181,91.75,8.76356092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,24.0,4798.506739,1.0626057764092265,0.0,0.0,782.8522378633099,0.541666667,0.509901951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,37900.0,1.7282321899736148,0.0,0.0,126.71392239479741,137.5,63.59245238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,3.0,4491.498947143555,0.0,0.0,0.0,1202.2712380761486,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,20.4436666666667,1.7317966382700174,0.0,0.0,234791.54098253738,122.5,82.1583836258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110810,1,1.0,BEACON,12.0,607.7941114252264,0.0,0.0,0.0,6461.518223767586,235.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,6.0,9.834200000000001,1.4318670029082181,0.0,0.0,439283.317402534,52.0,7.807200584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110819,1,1.0,BEACON,6.0,398050.3662109375,0.0,0.0,0.0,10.852897941339204,158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4480.843544006348,0.0,0.0,0.0,1205.1302275936707,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,4.0,2988.673528035482,0.0,0.0,0.0,1606.06367840891,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,3.0,4443.148612976074,0.0,0.0,0.0,1215.3543512430513,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,3.0,2.9325,1.2680902172208015,0.0,0.0,1841432.2250639384,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,30.0,3995.827517,1.2203944960720385,0.0,0.0,932.0066782075559,42.3,151.9427382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,13921.582333333301,1.724194070685257,0.0,0.0,344.78839294776526,88.5,44.5836292825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110812,1,1.0,BEACON,3.0,4507.320880889893,0.0,0.0,0.0,1198.0509359550774,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,6.0,322.24419116973877,0.0,0.0,0.0,13405.982538640967,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,7.0,872.030666666667,2.2875038109746897,0.0,0.0,4816.344379326109,142.1428571429,231.3413912073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,6.0,6.2192,2.2093158621687676,0.0,0.0,694623.1026498585,82.0,48.30705361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,6.0,1065.7846000000002,2.195053698467776,0.0,0.0,4053.351868660891,37.83333333,18.86670032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,40.0,3039.921949,4.342216748144542,0.0,0.0,1214.606083509769,168.75,346.2440437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-465,0,0.0,SAFE,36.0,51.6941428571429,2.737262363539238,0.0,0.0,71630.11007049706,64.8333333333,77.7679519748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,6.0,12.269,1.4851362001793138,0.0,0.0,352106.93618061783,55.16666667,31.22880233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,15.0,7203.43292857143,3.739292202398758,0.0,0.0,535.458981209366,70.8,117.9530273739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4513.060569763184,0.0,0.0,0.0,1196.5272604979368,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,16.218333333333298,1.7285808992162774,0.0,0.0,295961.3606001439,81.25,30.1247406628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-35883,0,0.0,SAFE,3.0,0.02,1.343502884255,0.0,0.0,270000000.0,22.6666666667,16.3503312912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,10.362666666666701,1.7278737760167404,0.0,0.0,463201.2352032939,72.25,33.9587985653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,3.0,4483.251094818115,0.0,0.0,0.0,1204.4830605721577,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,42.494,1.7310522785762437,0.0,0.0,112957.12335859178,84.25,41.6269143704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,6.0,261.6215944290161,0.0,0.0,0.0,16512.398410491736,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,10.27633333,1.7314608925788904,0.0,0.0,467092.67248370044,133.5,44.91324972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,4.0,1947.5836669999999,1.621298862022137,0.0,0.0,2464.5924496868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4432.103157043457,0.0,0.0,0.0,1218.3831938609935,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,17.0,24.5774375,2.4875136462049796,0.0,0.0,155630.54529179455,248.3529412,440.5702484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,62.686,1.7319679162811472,0.0,0.0,76572.12136681237,82.25,28.48157299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,12.0,8.32,1.330284859375,0.0,0.0,472027.972027972,343.3333333,671.4843584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-51922,0,0.0,SAFE,3.0,57.82,1.413602089934279,0.0,0.0,93393.2895191975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.062,1.0770281306451612,0.0,0.0,77419354.83870968,72.0,21.36117974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,92.0,718.498,3.4164836283469127,0.0,0.0,5065.512276388298,584.0543478,723.3594501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,3.0,4450.913429260254,0.0,0.0,0.0,1213.2341115647098,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,6.0,205.76300621032715,0.0,0.0,0.0,20995.0276269981,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,20.40233333,1.731753676333059,0.0,0.0,235267.2079990851,176.5,152.266871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-88,0,0.0,SAFE,4.0,0.2343333333,1.5391765675020166,0.0,0.0,20483641.536273118,891.0,636.4536118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,6.0,266.3235902786255,0.0,0.0,0.0,16220.868738966956,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,31.0,402.3390452067057,0.0,0.0,0.0,9245.933359733486,326.3225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,4.0,1862.005333,1.7168429828551945,0.0,0.0,2577.865870774448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,19.0,9.877166666666701,1.8836193836372377,0.0,0.0,384725.7141892918,173.3157894737,372.9092277019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,19200.0,1.734375,0.0,0.0,249.47284136434342,95.25,36.56090809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,0.06333333333,1.5552698370818563,0.0,0.0,75789473.68421052,80.0,27.38612788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110811,1,1.0,BEACON,8.0,8762.57596697126,0.0,0.0,0.0,469.52924913788746,177.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-123,0,0.0,SAFE,4.0,0.07166666667,1.1553904047369585,0.0,0.0,66976744.18604651,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,30.0,3984.397828,1.2467060799231016,0.0,0.0,934.6802433356931,41.2,160.9581192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,11.0,368.2858,2.515236085398894,0.0,0.0,10752.51883184201,348.0909091,558.9300588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110810,1,1.0,BEACON,3.0,4506.505012512207,0.0,0.0,0.0,1198.2678339438266,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110817,1,1.0,BEACON,6.0,193.2055950164795,0.0,0.0,0.0,22359.60091958789,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,7.985666667,1.7266306314761182,0.0,0.0,601076.9294986852,83.75,35.60196624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,73.0,2.7548888889999996,2.8754834562041025,0.0,0.0,1324917.3187061388,836.8493151,787.7973662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,6.0,15.374600000000001,1.420971209657487,0.0,0.0,280982.91988084244,70.5,33.18060248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-53,0,0.0,SAFE,4.0,26.588,1.731920519783361,0.0,0.0,180532.57108469986,191.25,164.3167673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-80,0,0.0,SAFE,4.0,2032.759,1.6305763250832983,0.0,0.0,2361.32271459627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110810,1,1.0,BEACON,9.0,31.11412562429905,0.0,0.0,0.0,130165.95898928591,181.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,15.0,11.825214285714301,1.776537710980492,0.0,0.0,326179.531630354,157.8,354.9675043813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cic-dport-443,0,0.0,SAFE,3.0,18.395,1.410677067681435,0.0,0.0,293558.0320739331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,ctu-20110815,1,1.0,BEACON,3.0,4506.422996520996,0.0,0.0,0.0,1198.2896421771445,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
