raw_label,class,is_background_derived,unmapped_label,occurrence_count,scenarios_seen_in
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-48,1.0,False,,13,9
flow=From-Botnet-V51-5-UDP-Attempt,1.0,False,,13,10
flow=From-Botnet-V51-7-UDP-Attempt,1.0,False,,13,10
flow=From-Botnet-V51-10-UDP-Attempt,1.0,False,,13,10
flow=From-Botnet-V54-TCP-HTTP-Google-Net-Established-6,1.0,False,,13,13
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-29,1.0,False,,12,2
flow=From-Botnet-V50-3-TCP-HTTP-Google-Net-Established-6,1.0,False,,12,9
flow=From-Botnet-V50-3-UDP-Attempt-DNS,1.0,False,,12,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-37,1.0,False,,12,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-17,1.0,False,,12,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-10,1.0,False,,12,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-59,1.0,False,,12,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-28,1.0,False,,12,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-34,1.0,False,,12,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-37,1.0,False,,12,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-3,1.0,False,,12,9
flow=From-Botnet-V54-TCP-Established-HTTP-Adobe-4,1.0,False,,12,13
flow=From-Botnet-V42-TCP-CC54-Custom-Encryption,1.0,False,,11,1
flow=From-Botnet-V46-TCP-CC12-HTTP-Not-Encrypted,1.0,False,,11,5
flow=From-Botnet-V50-1-TCP-Established-Custom-Encryption-7,1.0,False,,11,9
flow=From-Botnet-V50-1-UDP-Attempt-DNS,1.0,False,,11,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-7,1.0,False,,11,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-56,1.0,False,,11,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-54,1.0,False,,11,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-37,1.0,False,,11,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-33,1.0,False,,11,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-20,1.0,False,,11,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-40,1.0,False,,11,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-11,1.0,False,,11,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-37,1.0,False,,11,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-3,1.0,False,,11,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-24,1.0,False,,11,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-30,1.0,False,,11,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-40,1.0,False,,11,9
flow=From-Botnet-V50-7-TCP-Established-SSL-To-Microsoft-3,1.0,False,,11,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-54,1.0,False,,11,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-62,1.0,False,,11,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-32,1.0,False,,11,9
flow=From-Botnet-V50-5-TCP-Established-SSL-To-Microsoft-4,1.0,False,,11,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-44,1.0,False,,11,9
flow=From-Botnet-V50-4-UDP-Attempt-DNS,1.0,False,,11,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-33,1.0,False,,11,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-45,1.0,False,,11,9
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,11,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-34,1.0,False,,11,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-41,1.0,False,,11,13
flow=From-Botnet-V42-TCP-HTTP-Google-Net-Established-6,1.0,False,,10,1
flow=From-Botnet-V42-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,10,1
flow=From-Botnet-V43-TCP-CC6-Plain-HTTP-Encrypted-Data,1.0,False,,10,2
flow=From-Botnet-V46-TCP-WEB-Established-SSL,1.0,False,,10,5
flow=From-Botnet-V46-TCP-Established-HTTP-To-Microsoft-7,1.0,False,,10,5
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-11,1.0,False,,10,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-16,1.0,False,,10,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-45,1.0,False,,10,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-16,1.0,False,,10,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-60,1.0,False,,10,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-30,1.0,False,,10,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-49,1.0,False,,10,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-37,1.0,False,,10,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-11,1.0,False,,10,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-44,1.0,False,,10,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-33,1.0,False,,10,9
flow=From-Botnet-V50-7-TCP-Established-SSL-To-Microsoft-4,1.0,False,,10,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-11,1.0,False,,10,9
flow=From-Botnet-V54-ICMP,1.0,False,,10,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-3,1.0,False,,10,13
flow=From-Botnet-V42-TCP-CC55-Custom-Encryption,1.0,False,,9,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-41,1.0,False,,9,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-7,1.0,False,,9,1
flow=From-Botnet-V46-TCP-Established-HTTP-To-Microsoft-5,1.0,False,,9,5
flow=From-Botnet-V46-TCP-Established-HTTP-To-Microsoft-4,1.0,False,,9,5
flow=From-Botnet-V50-8-TCP-HTTP-Google-Net-Established-6,1.0,False,,9,9
flow=From-Botnet-V50-1-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-1-TCP-CC12-HTTP-Not-Encrypted,1.0,False,,9,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-25,1.0,False,,9,9
flow=From-Botnet-V50-2-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-3-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-4-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-51,1.0,False,,9,9
flow=From-Botnet-V50-5-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-6-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-59,1.0,False,,9,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-62,1.0,False,,9,9
flow=From-Botnet-V50-7-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-8-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-6,1.0,False,,9,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-40,1.0,False,,9,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-44,1.0,False,,9,9
flow=From-Botnet-V50-9-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-2-TCP-HTTP-Google-Net-Established-2,1.0,False,,9,9
flow=From-Botnet-V50-10-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,9,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-16,1.0,False,,9,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-40,1.0,False,,9,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-18,1.0,False,,9,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-40,1.0,False,,9,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-45,1.0,False,,9,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-53,1.0,False,,9,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-16,1.0,False,,9,9
flow=From-Botnet-V50-10-TCP-HTTP-Google-Net-Established-7,1.0,False,,9,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-11,1.0,False,,9,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-6,1.0,False,,9,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-7,1.0,False,,9,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,9,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-12,1.0,False,,9,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-25,1.0,False,,9,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-30,1.0,False,,9,9
flow=From-Botnet-V50-5-TCP-Established-SSL-To-Microsoft-2,1.0,False,,9,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-20,1.0,False,,9,9
flow=From-Botnet-V50-2-UDP-Attempt-DNS,1.0,False,,9,9
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-51,1.0,False,,9,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-22,1.0,False,,9,13
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-45,1.0,False,,8,1
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-3,1.0,False,,8,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-55,1.0,False,,8,2
flow=From-Botnet-V48-TCP-WEB-Established,1.0,False,,8,7
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-34,1.0,False,,8,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-19,1.0,False,,8,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-53,1.0,False,,8,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-47,1.0,False,,8,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-37,1.0,False,,8,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-6,1.0,False,,8,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-16,1.0,False,,8,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-16,1.0,False,,8,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-23,1.0,False,,8,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-54,1.0,False,,8,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-45,1.0,False,,8,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-57,1.0,False,,8,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-12,1.0,False,,8,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Adobe-4,1.0,False,,8,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-yieldmanager-8,1.0,False,,8,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-40,1.0,False,,8,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-12,1.0,False,,8,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-18,1.0,False,,8,9
flow=From-Botnet-V51-1-TCP-HTTP-Google-Net-Established-6,1.0,False,,8,10;11;12
flow=From-Botnet-V51-2-TCP-HTTP-Google-Net-Established-6,1.0,False,,8,10;11;12
flow=From-Botnet-V54-TCP-Established,1.0,False,,8,13
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-25,1.0,False,,7,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-48,1.0,False,,7,1
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-10,1.0,False,,7,2
flow=From-Botnet-V46-TCP-CC5-Plain-HTTP-Encrypted-Data,1.0,False,,7,5
flow=From-Botnet-V46-TCP-Established-HTTP-To-Microsoft-Live-1,1.0,False,,7,5
flow=From-Botnet-V46-TCP-Established-HTTP-To-Microsoft-Live-3,1.0,False,,7,5
flow=From-Botnet-V48-TCP-CC77-HTTP-Not-Encrypted,1.0,False,,7,7
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-59,1.0,False,,7,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-50,1.0,False,,7,9
flow=From-Botnet-V50-1-TCP-Established-To-AVG-1,1.0,False,,7,9
flow=From-Botnet-V50-6-TCP-Established,1.0,False,,7,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-54,1.0,False,,7,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-48,1.0,False,,7,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-40,1.0,False,,7,9
flow=From-Botnet-V50-7-TCP-Established,1.0,False,,7,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-53,1.0,False,,7,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-11,1.0,False,,7,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-47,1.0,False,,7,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-52,1.0,False,,7,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-To-Microsoft-1,1.0,False,,7,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-6,1.0,False,,7,9
flow=From-Botnet-V50-2-TCP-Established-SSL-To-Microsoft-7,1.0,False,,7,9
flow=From-Botnet-V50-2-TCP-HTTP-Google-Net-Established-7,1.0,False,,7,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-54,1.0,False,,7,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-37,1.0,False,,7,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-23,1.0,False,,7,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-60,1.0,False,,7,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-42,1.0,False,,7,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-10,1.0,False,,7,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-34,1.0,False,,7,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-25,1.0,False,,7,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-6,1.0,False,,7,9
flow=From-Botnet-V51-3-TCP-HTTP-Google-Net-Established-6,1.0,False,,7,10;11;12
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-28,1.0,False,,7,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-60,1.0,False,,7,13
flow=From-Botnet-V42-TCP-Established-HTTP-Binary-Download-3,1.0,False,,6,1
flow=From-Botnet-V42-UDP-Established,1.0,False,,6,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-6,1.0,False,,6,1
flow=From-Botnet-V43-TCP-Established-Custom-Encryption-5,1.0,False,,6,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-42,1.0,False,,6,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-28,1.0,False,,6,2
flow=From-Botnet-V44-UDP-DNS,1.0,False,,6,3
flow=From-Botnet-V46-TCP-Established-SSL-To-Microsoft-4,1.0,False,,6,5
flow=From-Botnet-V46-TCP-Established-HTTP-To-Microsoft-Live-2,1.0,False,,6,5
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-49,1.0,False,,6,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-To-Microsoft-1,1.0,False,,6,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-To-Microsoft-2,1.0,False,,6,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-52,1.0,False,,6,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-64,1.0,False,,6,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-7,1.0,False,,6,9
flow=From-Botnet-V50-7-TCP-CC12-HTTP-Not-Encrypted,1.0,False,,6,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-55,1.0,False,,6,9
flow=From-Botnet-V50-8-TCP-HTTP-Google-Net-Established-2,1.0,False,,6,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-18,1.0,False,,6,9
flow=From-Botnet-V50-6-TCP-HTTP-Google-Net-Established-7,1.0,False,,6,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-60,1.0,False,,6,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-53,1.0,False,,6,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Adobe-4,1.0,False,,6,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-51,1.0,False,,6,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-18,1.0,False,,6,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-53,1.0,False,,6,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-47,1.0,False,,6,9
flow=From-Botnet-V50-7-UDP-Attempt-DNS,1.0,False,,6,9
flow=From-Botnet-V50-9-TCP-HTTP-Google-Net-Established-7,1.0,False,,6,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-42,1.0,False,,6,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-41,1.0,False,,6,9
flow=From-Botnet-V50-5-UDP-Attempt-DNS,1.0,False,,6,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-41,1.0,False,,6,9
flow=From-Botnet-V54-TCP-Established-HTTP-Binary-Download-Custom-Port-5,1.0,False,,6,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-45,1.0,False,,6,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-43,1.0,False,,6,13
flow=From-Botnet-V42-TCP-Established-Custom-Encryption-3,1.0,False,,5,1
flow=From-Botnet-V42-TCP-Established-Custom-Encryption-2,1.0,False,,5,1
flow=From-Botnet-V43-UDP-Established,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-62,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-4,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-59,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-30,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-63,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-47,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-50,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-22,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-11,1.0,False,,5,2
flow=From-Botnet-V43-TCP-Established-HTTP-Ad-52,1.0,False,,5,2
flow=From-Botnet-V45-TCP-HTTP-Google-Net-Established-6,1.0,False,,5,4
flow=From-Botnet-V45-TCP-CC106-IRC-Not-Encrypted,1.0,False,,5,4
flow=From-Botnet-V46-TCP-WEB-Established,1.0,False,,5,5
flow=From-Botnet-V46-TCP-CC1-HTTP-Not-Encrypted,1.0,False,,5,5
flow=From-Botnet-V46-TCP-Established-SSL-To-Microsoft-5,1.0,False,,5,5
flow=From-Botnet-V50-1-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-6,1.0,False,,5,9
flow=From-Botnet-V50-1-ICMP,1.0,False,,5,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-60,1.0,False,,5,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-60,1.0,False,,5,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-51,1.0,False,,5,9
flow=From-Botnet-V50-4-TCP-CC107-Plain-HTTP-Encrypted-Data,1.0,False,,5,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-42,1.0,False,,5,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-9-TCP-Established,1.0,False,,5,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-49,1.0,False,,5,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-11,1.0,False,,5,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-24,1.0,False,,5,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-4,1.0,False,,5,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-5,1.0,False,,5,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-25,1.0,False,,5,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-57,1.0,False,,5,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-32,1.0,False,,5,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-To-Microsoft-1,1.0,False,,5,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-To-Microsoft-2,1.0,False,,5,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-28,1.0,False,,5,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-48,1.0,False,,5,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-60,1.0,False,,5,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-41,1.0,False,,5,9
flow=From-Botnet-V50-9-TCP-Established-SSL-To-Microsoft-7,1.0,False,,5,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-50,1.0,False,,5,9
flow=From-Botnet-V50-7-TCP-HTTP-Google-Net-Established-7,1.0,False,,5,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-To-Microsoft-2,1.0,False,,5,9
flow=From-Botnet-V54-TCP-Established-HTTP-Binary-Download-3,1.0,False,,5,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-59,1.0,False,,5,13
flow=From-Botnet-V54-TCP-Established-HTTP-Ad-53,1.0,False,,5,13
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-59,1.0,False,,4,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-12,1.0,False,,4,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-51,1.0,False,,4,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-50,1.0,False,,4,1
flow=From-Botnet-V42-TCP-Established-HTTP-Ad-52,1.0,False,,4,1
flow=From-Botnet-V43-TCP-Established-Custom-Encryption-4,1.0,False,,4,2
flow=From-Botnet-V43-TCP-Established-Custom-Encryption-6,1.0,False,,4,2
flow=From-Botnet-V44-TCP-WEB-Established,1.0,False,,4,3
flow=From-Botnet-V46-TCP-Established-HTTP-Binary-Download-3,1.0,False,,4,5
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-10,1.0,False,,4,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-52,1.0,False,,4,9
flow=From-Botnet-V50-2-TCP-Established,1.0,False,,4,9
flow=From-Botnet-V50-2-TCP-CC107-Plain-HTTP-Encrypted-Data,1.0,False,,4,9
flow=From-Botnet-V50-3-TCP-Established,1.0,False,,4,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-19,1.0,False,,4,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-18,1.0,False,,4,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-59,1.0,False,,4,9
flow=From-Botnet-V50-1-TCP-Established-HTTP-Ad-48,1.0,False,,4,9
flow=From-Botnet-V50-4-TCP-HTTP-Google-Net-Established-2,1.0,False,,4,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-48,1.0,False,,4,9
flow=From-Botnet-V50-6-UDP-Attempt-DNS,1.0,False,,4,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-49,1.0,False,,4,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-57,1.0,False,,4,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-7,1.0,False,,4,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-23,1.0,False,,4,9
flow=From-Botnet-V50-8-TCP-HTTP-Google-Net-Established-7,1.0,False,,4,9
flow=From-Botnet-V50-2-TCP-Established-HTTP-Ad-47,1.0,False,,4,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-10,1.0,False,,4,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-49,1.0,False,,4,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-28,1.0,False,,4,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-7,1.0,False,,4,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-43,1.0,False,,4,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-5,1.0,False,,4,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-51,1.0,False,,4,9
flow=From-Botnet-V50-5-TCP-Established-HTTP-Ad-54,1.0,False,,4,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-50,1.0,False,,4,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-50,1.0,False,,4,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-50,1.0,False,,4,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-52,1.0,False,,4,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-20,1.0,False,,4,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-51,1.0,False,,4,9
flow=From-Botnet-V50-10-TCP-Established-HTTP-Ad-42,1.0,False,,4,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-6,1.0,False,,4,9
flow=From-Botnet-V50-8-TCP-Established-HTTP-Ad-53,1.0,False,,4,9
flow=From-Botnet-V50-3-TCP-Established-HTTP-Ad-57,1.0,False,,4,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Ad-47,1.0,False,,4,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-30,1.0,False,,4,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-49,1.0,False,,4,9
flow=From-Botnet-V50-6-TCP-Established-HTTP-Ad-28,1.0,False,,4,9
flow=From-Botnet-V50-4-TCP-Established-HTTP-Ad-7,1.0,False,,4,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-42,1.0,False,,4,9
flow=From-Botnet-V50-9-TCP-Established-HTTP-Ad-45,1.0,False,,4,9
flow=From-Botnet-V50-7-TCP-Established-HTTP-Adobe-4,1.0,False,,4,9
